idd,sex,w_truncation,w_conservation,w_uncertainty,ebv
11522,F,0.001,0.001,0.001,1.727829085982
11523,M,0.0,0.0,0.0008465162701579399,1.9781011968096
11524,F,0.001,0.001,0.001,1.96895117785355
11525,M,0.0,0.0015156743299418816,0.0,1.76273738625771
11526,F,0.001,0.001,0.001,1.81756159772634
11527,M,0.0,0.0,0.0,1.68892248706058
11528,F,0.001,0.001,0.001,1.95854301571773
11529,M,0.0,0.0,0.0,1.85607573780738
11530,F,0.001,0.001,0.001,1.77043893319037
11531,M,0.0,0.0,0.0,1.82228054615968
11532,F,0.001,0.001,0.001,1.95330386550012
11533,M,0.0,0.0,0.0,1.76128028036005
11534,F,0.001,0.001,0.001,1.6544185627589
11535,M,0.0,4.3346211735186304e-05,0.0,2.12915668028305
11536,F,0.001,0.001,0.001,1.55408444227342
11537,M,0.0,0.0,0.0,1.96480996369402
11538,F,0.001,0.001,0.001,1.86435903152639
11539,M,0.0,0.0021221410332819177,0.0,1.38569138548902
11540,F,0.001,0.001,0.001,1.6381285180514
11541,M,0.0,0.0,0.0,2.00666358274811
11542,F,0.001,0.001,0.001,1.93309531480161
11543,M,0.0,0.0,0.0,1.89186626215756
11544,F,0.001,0.001,0.001,1.80844643793048
11545,M,0.0,0.0,0.0,2.12389754994177
11546,F,0.001,0.001,0.001,1.91676065325767
11547,M,0.0,0.0,0.0,1.95385204177237
11548,F,0.001,0.001,0.001,1.70390244463027
11549,M,0.0,0.0,0.0,1.86244190133748
11550,F,0.001,0.001,0.001,1.91180725150961
11551,M,0.0,0.004710439603215282,0.0,2.02406836589958
11552,F,0.001,0.001,0.001,1.8741968759866
11553,M,0.0,0.0036066281227954537,0.0,1.84756407531784
11554,F,0.001,0.001,0.001,2.31423154879771
11555,M,0.0,0.0040913789039954285,0.0,2.12102254152892
11556,F,0.001,0.001,0.001,1.86840212254122
11557,M,0.0,0.0,0.0,1.79903700760655
11558,F,0.001,0.001,0.001,1.57159222843473
11559,M,0.0,0.005737183252155389,0.0,1.56838872689232
11560,F,0.001,0.001,0.001,1.69125045254922
11561,M,0.0,0.0033998115715410523,0.0,1.56435945762561
11562,F,0.001,0.001,0.001,2.04285360769983
11563,M,0.0,0.0,0.0,1.49603654281458
11564,F,0.001,0.001,0.001,1.90232115350396
11565,M,0.0,0.0007313934507726729,0.0,1.64543436920184
11566,F,0.001,0.001,0.001,2.11623737195508
11567,M,0.0,0.0,0.0,1.9036860688488
11568,F,0.001,0.001,0.001,1.81780138954294
11569,M,0.0,0.0,0.0,1.92118335541987
11570,F,0.001,0.001,0.001,1.87556977726755
11571,M,0.0,0.0,0.0,1.94825482891559
11572,F,0.001,0.001,0.001,1.79828150502028
11573,M,0.0,0.0,0.0,1.69404525935682
11574,F,0.001,0.001,0.001,2.27313535046852
11575,M,0.0,0.0,0.0,2.04484653041183
11576,F,0.001,0.001,0.001,1.89184796029113
11577,M,0.0,0.0,0.010921361551709622,1.72395255620067
11578,F,0.001,0.001,0.001,2.18260359609094
11579,M,0.0,0.0025237186634086695,0.0,1.70308861193571
11580,F,0.001,0.001,0.001,1.71003245519473
11581,M,0.0,0.0,0.0,1.83690743425731
11582,F,0.001,0.001,0.001,1.55883065654618
11583,M,0.0,0.0,0.0,1.513805901481
11584,F,0.001,0.001,0.001,1.80833343428774
11585,M,0.0,0.0,0.0,1.76730453949668
11586,F,0.001,0.001,0.001,1.62201988612247
11587,M,0.0,0.0,0.0,1.58993748997944
11588,F,0.001,0.001,0.001,2.17768707912081
11589,M,0.0,0.0020508219374418056,0.0,1.83372390145927
11590,F,0.001,0.001,0.001,1.84658438081862
11591,M,0.0,0.0,0.0,1.72460732846967
11592,F,0.001,0.001,0.001,2.095444222588
11593,M,0.0,0.0,0.0,1.7418858723505
11594,F,0.001,0.001,0.001,1.93182111297538
11595,M,0.0,0.0007636605624904767,0.0,1.64010182954146
11596,F,0.001,0.001,0.001,1.84049353768222
11597,M,0.0,0.0,0.0,1.62215048189049
11598,F,0.001,0.001,0.001,2.04285105919511
11599,M,0.0,0.0025395693156688207,0.0,1.82349047947891
11600,F,0.001,0.001,0.001,1.90194173277216
11601,M,0.0,0.0,0.0,1.79861826997631
11602,F,0.001,0.001,0.001,2.15227281699392
11603,M,0.0,0.0,0.0,2.13804597975479
11604,F,0.001,0.001,0.001,1.65079076569198
11605,M,0.0,0.007895709436084383,0.0,1.68172927654986
11606,F,0.001,0.001,0.001,1.7269147127761
11607,M,0.0,0.0,0.0,1.85327623915741
11608,F,0.001,0.001,0.001,1.18235911083179
11609,M,0.0,0.003816142707278956,0.0,1.51243774695455
11610,F,0.001,0.001,0.001,1.51320051686519
11611,M,0.0,0.0,0.0,1.34780411511661
11612,F,0.001,0.001,0.001,2.02585086281811
11613,M,0.0,0.0,0.0,1.66948501153142
11614,F,0.001,0.001,0.001,1.85780949813712
11615,M,0.0,0.0024837794495125736,0.007029834239964797,2.10186592980458
11616,F,0.001,0.001,0.001,2.20254618151516
11617,M,0.0,0.0007301953759294499,0.008672228175372866,1.97686660212509
11618,F,0.001,0.001,0.001,1.95227650607531
11619,M,0.0,0.0,0.0,1.83985731275562
11620,F,0.001,0.001,0.001,1.65097782794152
11621,M,0.0,0.001285193947742395,0.008823639964557373,1.88440610024175
11622,F,0.001,0.001,0.001,1.7362652400733
11623,M,0.0,0.0,0.0,1.7788556596794
11624,F,0.001,0.001,0.001,1.52580329562762
11625,M,0.0,0.0,0.0,1.75359403684194
11626,F,0.001,0.001,0.001,1.8310083530937
11627,M,0.0,0.0,0.0,1.95229194855408
11628,F,0.001,0.001,0.001,1.72321942164887
11629,M,0.0,0.0009404481824633931,0.0008279287153413592,1.94178873769511
11630,F,0.001,0.001,0.001,1.85876926463117
11631,M,0.0,0.0,0.007194571498208567,1.76991596857101
11632,F,0.001,0.001,0.001,1.65209227628785
11633,M,0.0,0.0013973998525627052,0.0,1.83398062706815
11634,F,0.001,0.001,0.001,1.9481959739538
11635,M,0.0,0.0,0.0,1.68040185923708
11636,F,0.001,0.001,0.001,1.88530120113814
11637,M,0.0,0.0,0.0,1.88454157594107
11638,F,0.001,0.001,0.001,2.02354474834788
11639,M,0.0,0.0,0.0,2.09687304596449
11640,F,0.001,0.001,0.001,2.05012756956442
11641,M,0.0,0.0,0.0,2.12623814022563
11642,F,0.001,0.001,0.001,1.79281776791491
11643,M,0.0,0.005681270739071477,0.0,1.52599999186009
11644,F,0.001,0.001,0.001,2.15830530490016
11645,M,0.0,0.0005039126984181685,0.0,1.23754083236745
11646,F,0.001,0.001,0.001,2.25022179461828
11647,M,0.0,0.0,0.0,2.17453022165787
11648,F,0.001,0.001,0.001,1.45784736207976
11649,M,0.0,0.007173233722294195,0.0,1.84060825884728
11650,F,0.001,0.001,0.001,1.88146300072139
11651,M,0.0,0.0,0.004292009258409842,2.12059635434624
11652,F,0.001,0.001,0.001,1.92708331165291
11653,M,0.0,0.0,0.0,1.64134080997899
11654,F,0.001,0.001,0.001,1.65404362489161
11655,M,0.0,0.0,0.003417615078492714,1.47845811618212
11656,F,0.001,0.001,0.001,1.52714782638414
11657,M,0.0,0.0016568440082742413,0.0,1.88567792262862
11658,F,0.001,0.001,0.001,1.75997558492065
11659,M,0.0,0.00038140374698722755,0.0,1.59645047877197
11660,F,0.001,0.001,0.001,1.87719207298585
11661,M,0.0,0.0,0.007203663170526565,1.96985779679493
11662,F,0.001,0.001,0.001,1.99302949510743
11663,M,0.0,0.0,0.0,1.75380440821653
11664,F,0.001,0.001,0.001,2.07843992377925
11665,M,0.0,0.000587488451229727,0.0,2.16218555463295
11666,F,0.001,0.001,0.001,1.56115766930142
11667,M,0.0,0.0,0.0,1.83433310451233
11668,F,0.001,0.001,0.001,1.74635795470971
11669,M,0.0,0.0,0.0,1.79014968644795
11670,F,0.001,0.001,0.001,1.87441349157816
11671,M,0.0,0.0,0.0,1.90811735223437
11672,F,0.001,0.001,0.001,2.08011159229833
11673,M,0.0,0.0,0.0,1.90474966688519
11674,F,0.001,0.001,0.001,1.77707183225965
11675,M,0.0,0.0,0.0,2.14189692407887
11676,F,0.001,0.001,0.001,1.77882521355286
11677,M,0.0,0.0,0.0,1.96483526848114
11678,F,0.001,0.001,0.001,1.63268256058994
11679,M,0.0,0.0,0.0,1.56488886714604
11680,F,0.001,0.001,0.001,1.85139999895121
11681,M,0.0,0.0,0.0,1.83017557583328
11682,F,0.001,0.001,0.001,1.8567851580714
11683,M,0.0,0.0010948779426679684,0.0048405212166181535,1.77258519008777
11684,F,0.001,0.001,0.001,1.91926615476863
11685,M,0.0,0.0,0.0,1.9036922104697
11686,F,0.001,0.001,0.001,1.9919655638188
11687,M,0.0,0.0,0.008613745577855663,1.90455891126233
11688,F,0.001,0.001,0.001,2.03878605789044
11689,M,0.0,0.0,0.006283103239722629,2.07073661934669
11690,F,0.001,0.001,0.001,1.41145959089492
11691,M,0.0,0.0,0.0,1.66522848036022
11692,F,0.001,0.001,0.001,1.92089914600297
11693,M,0.0,0.0,0.0,1.65733863039671
11694,F,0.001,0.001,0.001,2.18143393882879
11695,M,0.0,0.0,0.0,1.9301271858444
11696,F,0.001,0.001,0.001,2.04026629872317
11697,M,0.0,0.0,0.0,1.71161876167942
11698,F,0.001,0.001,0.001,1.83674009333421
11699,M,0.0,0.0,0.0,2.04703651982288
11700,F,0.001,0.001,0.001,1.95010382037783
11701,M,0.0,0.0016979281670131238,0.0,1.63595926584178
11702,F,0.001,0.001,0.001,1.78064184718871
11703,M,0.0,0.002964223462616783,0.0,1.76055020560036
11704,F,0.001,0.001,0.001,1.49905753992666
11705,M,0.0,0.004366142971871013,0.0,1.68328952888079
11706,F,0.001,0.001,0.001,1.47926317547983
11707,M,0.0,0.0,0.0,1.81262635722125
11708,F,0.001,0.001,0.001,1.9279308645356
11709,M,0.0,0.0003775303286267915,0.0,1.71623190848486
11710,F,0.001,0.001,0.001,2.15835039048223
11711,M,0.0,0.0,0.0,1.77270178443653
11712,F,0.001,0.001,0.001,1.88996870715891
11713,M,0.0,0.0,0.0,1.8883345484367
11714,F,0.001,0.001,0.001,1.87180319083144
11715,M,0.0,0.0,0.0,2.08343615536306
11716,F,0.001,0.001,0.001,2.18861142729789
11717,M,0.0,5.814781810511401e-05,0.0,1.6998940062991
11718,F,0.001,0.001,0.001,1.81593287299949
11719,M,0.0,0.0,0.0,1.91944588880028
11720,F,0.001,0.001,0.001,1.86256437717478
11721,M,0.0,0.0,0.0,2.27665656464663
11722,F,0.001,0.001,0.001,1.83531528519278
11723,M,0.0,0.003141910501649159,0.006011444215655449,1.94880650095618
11724,F,0.001,0.001,0.001,1.9801534189109
11725,M,0.0,0.0024810311429014935,0.0,1.76816269700307
11726,F,0.001,0.001,0.001,1.75527788660865
11727,M,0.0,0.0,0.0,1.68851591273969
11728,F,0.001,0.001,0.001,1.24039720383973
11729,M,0.0,0.0,0.0,1.73232250763551
11730,F,0.001,0.001,0.001,1.54531822704061
11731,M,0.0,0.004478169594790402,0.0,1.65137948623488
11732,F,0.001,0.001,0.001,1.44829024610444
11733,M,0.0,0.0,0.0,2.07229076793579
11734,F,0.001,0.001,0.001,1.99537774584073
11735,M,0.0,0.0,0.0,1.73264669837056
11736,F,0.001,0.001,0.001,1.84300535810164
11737,M,0.0,0.0,0.006364778194479033,2.1613114416413
11738,F,0.001,0.001,0.001,2.30670066923025
11739,M,0.0,0.0019772749448543838,0.0,1.53337987626455
11740,F,0.001,0.001,0.001,2.00591611826592
11741,M,0.0,0.006795469259159038,0.0,1.73856437432127
11742,F,0.001,0.001,0.001,2.05744628976811
11743,M,0.0,0.0020477265759584334,0.0,1.9689080037962
11744,F,0.001,0.001,0.001,1.7848370535241
11745,M,0.0,0.0,0.0,1.94022132373407
11746,F,0.001,0.001,0.001,2.05779638406845
11747,M,0.0,0.0,0.0,1.76619175022012
11748,F,0.001,0.001,0.001,1.86613763571787
11749,M,0.0,0.0,0.0,1.97516745433233
11750,F,0.001,0.001,0.001,1.54406786081535
11751,M,0.0,0.0,0.0,1.87223213823271
11752,F,0.001,0.001,0.001,1.40017069432165
11753,M,0.0,0.003079634178631645,0.0,1.6450305202559
11754,F,0.001,0.001,0.001,1.382609904906
11755,M,0.0,0.0051133202286352195,0.0,1.793086698509
11756,F,0.001,0.001,0.001,1.6951646169301
11757,M,0.0,0.0,0.0,1.86853053367202
11758,F,0.001,0.001,0.001,1.97949488655463
11759,M,0.0,0.0,0.0,1.68409907873591
11760,F,0.001,0.001,0.001,2.15669928155322
11761,M,0.0,0.0027667247817158955,0.0,1.8160204944791
11762,F,0.001,0.001,0.001,1.83044469967946
11763,M,0.0,0.0,0.0,1.45639148938987
11764,F,0.001,0.001,0.001,1.92172936908459
11765,M,0.0,0.0,0.0,1.87402249366027
11766,F,0.001,0.001,0.001,2.03244776114939
11767,M,0.0,0.0,0.0,1.82430878123889
11768,F,0.001,0.001,0.001,2.12387764395249
11769,M,0.0,0.0,0.0,1.97170252618237
11770,F,0.001,0.001,0.001,1.96355685066008
11771,M,0.0,0.0,0.0,2.14038719444539
11772,F,0.001,0.001,0.001,1.79972011698353
11773,M,0.0,0.0,0.0,2.05679742874883
11774,F,0.001,0.001,0.001,1.34743733198693
11775,M,0.0,0.00031214412259011957,0.0,1.48858787186588
11776,F,0.001,0.001,0.001,1.17808873206158
11777,M,0.0,0.0,0.0,1.90775708304077
11778,F,0.001,0.001,0.001,1.54740668485412
11779,M,0.0,0.0,0.0,1.90385309858838
11780,F,0.001,0.001,0.001,1.90621739164992
11781,M,0.0,0.0026239203848693847,0.0,1.84093846098638
11782,F,0.001,0.001,0.001,1.96149663650127
11783,M,0.0,0.0,0.0,1.64394147887646
11784,F,0.001,0.001,0.001,1.78305076797567
11785,M,0.0,0.0,0.0,2.11084417645771
11786,F,0.001,0.001,0.001,1.8091746171788
11787,M,0.0,0.0,0.0,1.61411054589724
11788,F,0.001,0.001,0.001,1.97342452834992
11789,M,0.0,0.0,0.001980801184025673,1.90999788233982
11790,F,0.001,0.001,0.001,1.99910266642435
11791,M,0.0,0.0,0.0,2.24780354583406
11792,F,0.001,0.001,0.001,1.59351225465573
11793,M,0.0,0.0,0.0,1.8650444441068
11794,F,0.001,0.001,0.001,1.87008555098967
11795,M,0.0,0.0,0.0,2.22293993816172
11796,F,0.001,0.001,0.001,1.89634829167936
11797,M,0.0,0.0,0.004310159899403432,2.08297606276822
11798,F,0.001,0.001,0.001,1.84622182900419
11799,M,0.0,0.0,0.0,1.64543161182996
11800,F,0.001,0.001,0.001,1.80855175214097
11801,M,0.0,0.0,0.0,1.92824710410658
11802,F,0.001,0.001,0.001,1.58403902907586
11803,M,0.0,0.006811235903614568,0.0,1.41901961358908
11804,F,0.001,0.001,0.001,1.80921337380751
11805,M,0.0,0.0,0.0,1.89507356016487
11806,F,0.001,0.001,0.001,2.0467667406574
11807,M,0.0,0.0,0.0,1.95141308858779
11808,F,0.001,0.001,0.001,2.19101716412658
11809,M,-0.0,0.0,0.0,2.36507618280595
11810,F,0.001,0.001,0.001,1.9510036348544
11811,M,0.0,0.0,0.0,1.31491867582887
11812,F,0.001,0.001,0.001,1.99611245191557
11813,M,0.0,0.004438276674569614,0.0,1.65857460125175
11814,F,0.001,0.001,0.001,1.91793855459491
11815,M,0.0,0.0,0.001605183080597206,2.15985440717098
11816,F,0.001,0.001,0.001,1.78740138680783
11817,M,0.0,0.0,0.0,1.60135173680519
11818,F,0.001,0.001,0.001,1.77225069568487
11819,M,0.0,0.0,0.0,1.86722867576726
11820,F,0.001,0.001,0.001,1.96587986398436
11821,M,0.0,0.0,0.0,2.13359745014903
11822,F,0.001,0.001,0.001,1.93315334698727
11823,M,0.0,0.0,0.0,1.93362291329925
11824,F,0.001,0.001,0.001,1.69747746406513
11825,M,0.0,0.0012987204599844658,0.00611401662509428,1.46038207598363
11826,F,0.001,0.001,0.001,1.88775246157706
11827,M,0.0,0.0,0.0,1.76254946764654
11828,F,0.001,0.001,0.001,1.8615939344155
11829,M,0.0,0.0,0.0,2.02167333532885
11830,F,0.001,0.001,0.001,1.90972952204505
11831,M,0.0,0.0,0.0,1.68265803736181
11832,F,0.001,0.001,0.001,2.07138400378608
11833,M,0.0,0.0,0.0,2.24708622535601
11834,F,0.001,0.001,0.001,2.17524909804994
11835,M,0.0,0.00472963985054606,0.0,1.55499537909411
11836,F,0.001,0.001,0.001,1.87799059171861
11837,M,0.0,0.006783174125720366,0.0,1.83621169597675
11838,F,0.001,0.001,0.001,2.00075489939957
11839,M,0.0,0.0,0.007535938866021328,2.03947198276268
11840,F,0.001,0.001,0.001,2.06876298982627
11841,M,0.0,0.00018868337266407474,0.0,1.76877296451958
11842,F,0.001,0.001,0.001,1.50391688244491
11843,M,0.0,0.0,0.0,2.02046661199138
11844,F,0.001,0.001,0.001,1.91766355690991
11845,M,0.0,0.0,0.0,1.99999435419364
11846,F,0.001,0.001,0.001,1.73063254997378
11847,M,0.0,0.0032590668290539424,0.0,1.71845726633852
11848,F,0.001,0.001,0.001,1.44535442209695
11849,M,0.0,0.006472548101608061,0.006884641706439556,1.686552984428
11850,F,0.001,0.001,0.001,1.93488909506347
11851,M,0.0,0.0,0.0,1.64371443495325
11852,F,0.001,0.001,0.001,1.78345168150946
11853,M,0.0,0.0007604133026354579,0.0,1.96209643803048
11854,F,0.001,0.001,0.001,1.7791312063383
11855,M,0.0,0.004452603260650704,0.0,1.93896072040444
11856,F,0.001,0.001,0.001,1.83913953941579
11857,M,0.0,0.0022607473366242623,0.0,2.07015536820981
11858,F,0.001,0.001,0.001,2.01891085418988
11859,M,0.0,0.0,0.0,1.88425538068748
11860,F,0.001,0.001,0.001,1.72173357432343
11861,M,0.0,0.0,0.0,1.76034327920671
11862,F,0.001,0.001,0.001,2.17028604620791
11863,M,0.0,0.0008078349134210038,0.0,2.0223805726791
11864,F,0.001,0.001,0.001,1.94739683437189
11865,M,0.0,0.0,0.005002308706820166,1.89521664195819
11866,F,0.001,0.001,0.001,1.88276830581431
11867,M,0.0,0.0,0.0,1.69891544680214
11868,F,0.001,0.001,0.001,2.0080738272071
11869,M,0.0,0.0,0.0,1.83700508464069
11870,F,0.001,0.001,0.001,1.62815428858679
11871,M,0.0,0.0043265546937526446,0.0,1.97800217653664
11872,F,0.001,0.001,0.001,1.57580495862361
11873,M,0.0,0.0,0.0,1.31185678622243
11874,F,0.001,0.001,0.001,1.73653230049147
11875,M,0.0,0.0049651640614184886,0.0,1.79038496927906
11876,F,0.001,0.001,0.001,1.89615129801754
11877,M,0.0,0.0,0.003934159726173794,1.8468645258537
11878,F,0.001,0.001,0.001,1.71607141471782
11879,M,0.0,0.00012758138020491994,0.004053579889437142,1.88675023191076
11880,F,0.001,0.001,0.001,2.11842592290356
11881,M,0.0,0.0009337996203661256,0.0,2.10694093138983
11882,F,0.001,0.001,0.001,1.94244684810837
11883,M,0.0,0.0,0.0,1.46940990613411
11884,F,0.001,0.001,0.001,1.76484006692877
11885,M,0.0,0.0,0.0,2.25767840915844
11886,F,0.001,0.001,0.001,1.93187298266786
11887,M,0.0,0.0020936722895572506,0.0,2.36256891993681
11888,F,0.001,0.001,0.001,1.67442281635833
11889,M,0.0,0.0,0.0,2.19210584219207
11890,F,0.001,0.001,0.001,1.65094744177327
11891,M,0.5,0.0,0.009339200478307672,2.48067844114982
11892,F,0.001,0.001,0.001,1.98273799458153
11893,M,0.0,0.005013097091669447,0.002621677234269232,1.71565011115232
11894,F,0.001,0.001,0.001,1.68023735019225
11895,M,0.0,0.0009255005676990175,0.0012197133616305244,1.7828436556053
11896,F,0.001,0.001,0.001,1.71028729533073
11897,M,0.0,0.0011329231443500025,0.0,1.83702445931335
11898,F,0.001,0.001,0.001,1.48405651620965
11899,M,0.0,0.007008733081178416,0.0,1.55907605942077
11900,F,0.001,0.001,0.001,1.45005245173777
11901,M,0.0,0.0,0.0,2.13487320558112
11902,F,0.001,0.001,0.001,1.78883267986507
11903,M,0.0,0.007052788386845301,0.0,1.92941132905258
11904,F,0.001,0.001,0.001,1.90172848857242
11905,M,0.0,0.0,0.004159851380376535,2.01873909024256
11906,F,0.001,0.001,0.001,1.68919749230938
11907,M,0.0,0.004744534703724191,0.000816489250492005,1.9046787113484
11908,F,0.001,0.001,0.001,1.90738929476002
11909,M,0.0,0.0,0.0,1.79832166818062
11910,F,0.001,0.001,0.001,2.18009976136729
11911,M,0.0,0.0,0.0,2.20414244901239
11912,F,0.001,0.001,0.001,1.92246000606123
11913,M,0.0,0.0,0.0,1.84663172042649
11914,F,0.001,0.001,0.001,1.63494279676331
11915,M,0.0,0.0,0.0,1.94485325709567
11916,F,0.001,0.001,0.001,1.73748194343816
11917,M,0.0,0.0,0.0,1.60282067716887
11918,F,0.001,0.001,0.001,1.89958338757218
11919,M,0.0,0.0,0.0,2.04416201038678
11920,F,0.001,0.001,0.001,1.90450029938627
11921,M,0.0,0.0,0.0,1.81886048289491
11922,F,0.001,0.001,0.001,1.97008196109116
11923,M,0.0,0.0,0.0,1.43276755068556
11924,F,0.001,0.001,0.001,1.70756964174347
11925,M,0.0,0.0,0.007995795852257358,1.97844203238298
11926,F,0.001,0.001,0.001,1.72281034095249
11927,M,0.0,0.0011769936158194335,0.0,1.88524884153092
11928,F,0.001,0.001,0.001,2.07134755337363
11929,M,0.0,0.0,0.0,1.99998321465978
11930,F,0.001,0.001,0.001,1.901464081977
11931,M,0.0,0.002297331147441574,0.0,1.66702777223385
11932,F,0.001,0.001,0.001,1.83672164834667
11933,M,0.0,0.0,0.0,1.73391951583033
11934,F,0.001,0.001,0.001,2.01447607013923
11935,M,0.0,0.0,0.0,1.92557949795267
11936,F,0.001,0.001,0.001,2.00683745134979
11937,M,0.0,0.005660237427596755,0.0,1.72472324482684
11938,F,0.001,0.001,0.001,1.65827709376911
11939,M,0.0,0.0,0.0,1.77992194652338
11940,F,0.001,0.001,0.001,1.86749239080863
11941,M,0.0,0.001119505002218487,0.0,1.51721187060331
11942,F,0.001,0.001,0.001,2.00827200837969
11943,M,0.0,0.0,0.0013167618423523396,1.59169212969368
11944,F,0.001,0.001,0.001,1.6496470187982
11945,M,0.0,0.008316753586586798,0.0,1.4229869955342
11946,F,0.001,0.001,0.001,1.77108133234796
11947,M,0.0,0.0,0.0,1.67614432191103
11948,F,0.001,0.001,0.001,1.59598600655223
11949,M,0.0,0.002301027158575904,0.0,1.70469825448273
11950,F,0.001,0.001,0.001,2.15399102501632
11951,M,0.0,0.0,0.0,1.78070868953613
11952,F,0.001,0.001,0.001,2.05758438574378
11953,M,0.0,0.0,0.0037466187317423535,2.22870702513593
11954,F,0.001,0.001,0.001,1.73222187080583
11955,M,0.0,0.0,0.0,1.49445226077991
11956,F,0.001,0.001,0.001,1.80081197515928
11957,M,0.0,0.0027238180070511533,0.0,1.81205687027651
11958,F,0.001,0.001,0.001,2.07929664451427
11959,M,0.0,0.0,0.0,1.9268283121234
11960,F,0.001,0.001,0.001,1.99036591312199
11961,M,0.0,0.008012318939744105,0.0,1.78565246516543
11962,F,0.001,0.001,0.001,1.63887507916392
11963,M,0.0,0.0015329724091345009,0.0,1.82558882446925
11964,F,0.001,0.001,0.001,1.91996408086843
11965,M,0.0,0.0018950465116733676,0.00801695109731466,2.17041026883964
11966,F,0.001,0.001,0.001,2.02239146761122
11967,M,0.0,0.0,0.0,1.54482299360009
11968,F,0.001,0.001,0.001,1.53617066482435
11969,M,0.0,0.0,0.0,1.66860605783725
11970,F,0.001,0.001,0.001,1.66956815906399
11971,M,0.0,0.00017609720714199087,0.00033811349782493966,1.74702684453756
11972,F,0.001,0.001,0.001,1.86817629005347
11973,M,0.0,0.001557935133356266,0.0,1.82203957518448
11974,F,0.001,0.001,0.001,1.81771385815585
11975,M,0.0,0.0,0.0,2.04977431239104
11976,F,0.001,0.001,0.001,1.8668761384021
11977,M,0.0,0.0,0.0,1.86070767221052
11978,F,0.001,0.001,0.001,1.73687080788979
11979,M,0.0,0.0,0.0,1.55685921962169
11980,F,0.001,0.001,0.001,1.75423056114535
11981,M,0.0,0.0,0.0,1.79655362784192
11982,F,0.001,0.001,0.001,2.02226051651603
11983,M,0.0,0.0,0.0,2.15591778095408
11984,F,0.001,0.001,0.001,1.90572469355785
11985,M,0.0,0.0,0.002464485657449333,1.81893985375034
11986,F,0.001,0.001,0.001,1.95198946607658
11987,M,0.0,0.0,0.0,2.23900092619175
11988,F,0.001,0.001,0.001,2.0333581524225
11989,M,0.0,0.0005842917934584434,0.007558001564396368,1.69965799794087
11990,F,0.001,0.001,0.001,1.79907575076753
11991,M,0.0,0.0,0.0,1.77931318797391
11992,F,0.001,0.001,0.001,2.04444981118515
11993,M,0.0,0.0,0.0,1.74546002655885
11994,F,0.001,0.001,0.001,1.79566583667104
11995,M,0.0,0.0,0.0,1.98534421357336
11996,F,0.001,0.001,0.001,1.55651842009878
11997,M,0.0,0.0,0.0,1.95639182213973
11998,F,0.001,0.001,0.001,1.97310900325477
11999,M,0.0,0.0,0.0,1.81209092367921
12000,F,0.001,0.001,0.001,1.60610527337672
