idd,sex,w_truncation,w_conservation,w_uncertainty,ebv
11202,F,0.001,0.001,0.001,1.23414539533814
11203,M,0.0,0.0,0.0,1.83784105895398
11204,F,0.001,0.001,0.001,1.85323593520435
11205,M,0.0,0.0,0.0016572888750851116,1.99641143640621
11206,F,0.001,0.001,0.001,1.82419029301006
11207,M,0.0,0.0,0.0,2.24755350918101
11208,F,0.001,0.001,0.001,1.98521121981663
11209,M,0.0,0.00043907544369226173,0.0,1.96564176795611
11210,F,0.001,0.001,0.001,1.7346732284016
11211,M,0.0,0.0,0.0,1.92535544907199
11212,F,0.001,0.001,0.001,1.63867037372207
11213,M,0.0,0.0,0.0,1.89465395424714
11214,F,0.001,0.001,0.001,2.19439313528131
11215,M,0.0,0.0,0.0,1.81540833797004
11216,F,0.001,0.001,0.001,1.92964001674314
11217,M,0.0,0.0,0.0,1.7793316836856
11218,F,0.001,0.001,0.001,2.01692740135985
11219,M,0.0,0.0,0.0,2.01848780149121
11220,F,0.001,0.001,0.001,1.82365552843382
11221,M,0.0,0.004228167478600335,0.0,1.65056909660409
11222,F,0.001,0.001,0.001,1.93577173342293
11223,M,0.0,0.0,0.0,1.8303417789788
11224,F,0.001,0.001,0.001,1.81704025202642
11225,M,0.0,0.0025277990043575485,0.0,1.76412307782681
11226,F,0.001,0.001,0.001,1.65686545126561
11227,M,0.0,0.0,0.0,2.04602678680395
11228,F,0.001,0.001,0.001,1.98839620566352
11229,M,0.0,0.002011508640993565,0.009939585819136357,1.94138142170897
11230,F,0.001,0.001,0.001,1.81260915265635
11231,M,0.0,0.0,0.0,2.00177245284118
11232,F,0.001,0.001,0.001,2.1394741543966
11233,M,0.0,0.0,0.0,2.14343638413151
11234,F,0.001,0.001,0.001,1.68859938273349
11235,M,0.0,0.0,0.0,2.15156406994528
11236,F,0.001,0.001,0.001,1.41489047595568
11237,M,0.0,0.0,0.0016830856305869878,1.85794248304427
11238,F,0.001,0.001,0.001,2.10551396278666
11239,M,0.0,0.0,0.0,1.85572885611775
11240,F,0.001,0.001,0.001,2.01566189349697
11241,M,0.0,0.0,0.0,1.974316636861
11242,F,0.001,0.001,0.001,1.89860805269368
11243,M,0.0,0.0,0.0,1.94248805351573
11244,F,0.001,0.001,0.001,1.69511483727834
11245,M,0.0,0.0,0.0,2.05036841861165
11246,F,0.001,0.001,0.001,1.83048553347544
11247,M,0.0,0.003242426546492472,0.0036990843450556156,1.92254757222949
11248,F,0.001,0.001,0.001,1.51953353523825
11249,M,0.0,0.0,0.0,1.66381157500999
11250,F,0.001,0.001,0.001,1.55698606764678
11251,M,0.0,0.0,0.0,1.71743218758043
11252,F,0.001,0.001,0.001,1.73088030444107
11253,M,0.0,0.0,0.0,2.01852445264114
11254,F,0.001,0.001,0.001,1.63886452661558
11255,M,0.0,0.0,0.0,2.24395077722327
11256,F,0.001,0.001,0.001,2.0964785325448
11257,M,0.0,0.0,0.0,1.88018421139146
11258,F,0.001,0.001,0.001,1.80574688764217
11259,M,0.0,0.0,0.0,2.15877549783123
11260,F,0.001,0.001,0.001,1.66669662148739
11261,M,0.0,0.0,0.004443649460936975,1.96742610786088
11262,F,0.001,0.001,0.001,2.04071644758105
11263,M,0.0,0.0,0.0,1.98273579117505
11264,F,0.001,0.001,0.001,1.74759279557286
11265,M,0.0,0.0,0.0,1.95634528082515
11266,F,0.001,0.001,0.001,2.02164611810927
11267,M,0.0,0.0,0.0,2.10563797129317
11268,F,0.001,0.001,0.001,1.64090758064241
11269,M,0.0,0.003825539755179686,0.011981587872254547,1.83014824707798
11270,F,0.001,0.001,0.001,1.88825998954317
11271,M,0.0,0.0,0.0,1.48789386897491
11272,F,0.001,0.001,0.001,1.23106008821388
11273,M,0.0,0.00505418369844779,0.00640060991044479,1.87133524543662
11274,F,0.001,0.001,0.001,1.38862463802086
11275,M,0.0,0.003543313817317818,0.0,1.73452655452893
11276,F,0.001,0.001,0.001,2.1596458810071
11277,M,0.0,0.0,0.0,2.00303673027713
11278,F,0.001,0.001,0.001,1.91738133923966
11279,M,0.0,0.0,0.0,1.96800273535689
11280,F,0.001,0.001,0.001,2.07947091052707
11281,M,0.0,0.0,0.0,1.70436696712618
11282,F,0.001,0.001,0.001,1.65653156591732
11283,M,0.0,0.006497300360173115,0.0,1.81031163865845
11284,F,0.001,0.001,0.001,1.39393540082499
11285,M,0.0,0.00021310965506895132,0.0,1.64445356102069
11286,F,0.001,0.001,0.001,2.14911690778582
11287,M,0.0,0.0,0.0,1.90473316200497
11288,F,0.001,0.001,0.001,1.37591376369336
11289,M,0.0,0.0,0.005329813088936624,1.84743130345074
11290,F,0.001,0.001,0.001,2.04441814638211
11291,M,0.0,0.0,0.0,1.85183620774558
11292,F,0.001,0.001,0.001,1.63294951828216
11293,M,0.0,0.0,0.0,1.86380332569625
11294,F,0.001,0.001,0.001,1.70400380909075
11295,M,0.0,0.0,0.0,1.82619190076429
11296,F,0.001,0.001,0.001,1.51469764867734
11297,M,0.0,0.0,0.005767459832175705,1.8477581744551
11298,F,0.001,0.001,0.001,1.66560372014447
11299,M,0.0,0.0,0.0,1.65958109492995
11300,F,0.001,0.001,0.001,1.98458456415697
11301,M,0.0,0.004147874340082123,0.00944319129416696,1.91867280976748
11302,F,0.001,0.001,0.001,1.68842071336216
11303,M,0.0,0.0,0.0,1.88010935436929
11304,F,0.001,0.001,0.001,2.15228561380337
11305,M,0.0,0.0031667397664175653,0.0,2.01939677585558
11306,F,0.001,0.001,0.001,2.15279718108484
11307,M,0.0,0.0,0.005570685153488441,1.87620151656844
11308,F,0.001,0.001,0.001,1.85179817123852
11309,M,0.0,0.0,0.0,2.12906478524962
11310,F,0.001,0.001,0.001,2.07039876831639
11311,M,0.0,0.0,0.0,1.72369922283484
11312,F,0.001,0.001,0.001,1.71269335832937
11313,M,0.0,0.006322539171231635,0.0,1.78852452596212
11314,F,0.001,0.001,0.001,1.82600415198052
11315,M,0.0,0.0022262134324918413,0.007645015808225225,1.57821785347063
11316,F,0.001,0.001,0.001,1.49468716617988
11317,M,0.0,0.00036619209815703626,0.0,1.8013561820376
11318,F,0.001,0.001,0.001,1.82060206647516
11319,M,0.0,6.751136951212618e-05,0.0,2.05085061370153
11320,F,0.001,0.001,0.001,1.76312419181631
11321,M,0.0,0.0,0.0,1.82619811538802
11322,F,0.001,0.001,0.001,1.76254906854057
11323,M,0.0,0.0014225885985935198,0.0,1.44379310354834
11324,F,0.001,0.001,0.001,1.67853015173824
11325,M,0.0,0.0,0.0,1.73874115443396
11326,F,0.001,0.001,0.001,1.73611068207421
11327,M,0.0,0.0,0.009556373632326339,2.04681202824361
11328,F,0.001,0.001,0.001,1.87376667767045
11329,M,0.0,0.0,0.0,2.08763015484356
11330,F,0.001,0.001,0.001,1.94562524549582
11331,M,0.0,0.005101105196184308,0.0,2.06539536114263
11332,F,0.001,0.001,0.001,1.7090606396681
11333,M,0.0,0.0003896632915930327,0.0,2.08985402557806
11334,F,0.001,0.001,0.001,2.01129495092562
11335,M,0.0,0.0005452335667193985,0.0,1.89008999159182
11336,F,0.001,0.001,0.001,1.79891158332221
11337,M,0.0,3.2378003164084386e-05,0.0,1.4755157624815
11338,F,0.001,0.001,0.001,1.7793981757291
11339,M,0.0,0.0,0.0,1.8335972733606
11340,F,0.001,0.001,0.001,2.01209263035484
11341,M,0.0,0.0,0.0,1.74513368895504
11342,F,0.001,0.001,0.001,1.763242821863
11343,M,0.0,0.005727646158870596,0.0,1.68421238052552
11344,F,0.001,0.001,0.001,1.44902483200129
11345,M,0.0,0.0,0.0,1.85361089713846
11346,F,0.001,0.001,0.001,1.65211437140695
11347,M,0.0,0.0,0.013570275238706417,1.95990602899858
11348,F,0.001,0.001,0.001,1.88259250032181
11349,M,0.0,0.0,0.0,1.87944309701029
11350,F,0.001,0.001,0.001,2.07649888376982
11351,M,0.0,0.0,0.0,1.90547490749206
11352,F,0.001,0.001,0.001,1.86369488738936
11353,M,0.0,0.0,0.0,1.88496063987959
11354,F,0.001,0.001,0.001,1.53860618695424
11355,M,0.0,0.0,0.0,1.9930338284375
11356,F,0.001,0.001,0.001,1.89797405527777
11357,M,0.0,0.0,0.0,1.9491883723807
11358,F,0.001,0.001,0.001,1.92019359073526
11359,M,0.0,0.0,0.007624939109054042,2.05539135174565
11360,F,0.001,0.001,0.001,1.88657188063488
11361,M,0.0,0.0,0.0,1.48581868683918
11362,F,0.001,0.001,0.001,2.08647158816826
11363,M,0.0,0.0008665139228377614,0.002290309506055431,1.9815503168331
11364,F,0.001,0.001,0.001,2.03858091833757
11365,M,0.0,0.0,0.0,1.44914390082789
11366,F,0.001,0.001,0.001,1.99027589724208
11367,M,0.0,0.005203366729667597,0.0,1.93741381110642
11368,F,0.001,0.001,0.001,1.59663161352522
11369,M,0.0,0.0,0.0,1.70219099262079
11370,F,0.001,0.001,0.001,1.81507484776823
11371,M,0.0,0.0,0.0,1.56237288850298
11372,F,0.001,0.001,0.001,1.6953889861824
11373,M,0.0,0.00133498620115753,0.0,1.80033501853021
11374,F,0.001,0.001,0.001,1.89163310747217
11375,M,0.0,0.0,0.0,1.41158200471605
11376,F,0.001,0.001,0.001,1.80058410029518
11377,M,0.0,0.0,0.0,2.09165461843961
11378,F,0.001,0.001,0.001,1.94470466305038
11379,M,0.0,0.003943222496649003,0.005775300455324918,1.94357503496532
11380,F,0.001,0.001,0.001,1.83338233810716
11381,M,0.0,0.0,0.0,2.16085530535005
11382,F,0.001,0.001,0.001,1.83695820575519
11383,M,0.0,0.0,0.0,1.65785174906777
11384,F,0.001,0.001,0.001,1.83417215418142
11385,M,0.0,0.0,0.0009498998975579531,1.48065137651613
11386,F,0.001,0.001,0.001,1.8972902569415
11387,M,0.0,0.0004630925974943211,0.0,1.8088433856443
11388,F,0.001,0.001,0.001,1.78765767687067
11389,M,0.0,0.004182486278248986,0.0,1.50681309592252
11390,F,0.001,0.001,0.001,1.5015022756657
11391,M,0.0,0.0,0.0,1.83416394805533
11392,F,0.001,0.001,0.001,1.83320466466847
11393,M,0.0,0.0006548760888368431,0.0,1.56288814063764
11394,F,0.001,0.001,0.001,1.29703525052305
11395,M,0.0,0.0,0.0,1.55387778208766
11396,F,0.001,0.001,0.001,1.82332302334828
11397,M,0.0,0.005053606652090206,0.0,1.79882911796128
11398,F,0.001,0.001,0.001,1.75886719606136
11399,M,0.0,0.0006789152703436594,0.0,1.98809250014449
11400,F,0.001,0.001,0.001,2.13905508675397
11401,M,0.0,0.0,0.0,1.58804590215256
11402,F,0.001,0.001,0.001,1.80119381339337
11403,M,0.0,0.0,0.00465855669567924,1.82817027299641
11404,F,0.001,0.001,0.001,1.86994407319386
11405,M,0.0,0.0,0.0,2.1625880141234
11406,F,0.001,0.001,0.001,2.17048635511961
11407,M,0.0,0.0,0.0,1.64035065018278
11408,F,0.001,0.001,0.001,1.69138435510916
11409,M,0.0,0.004027767654236338,0.0,1.65757521127471
11410,F,0.001,0.001,0.001,1.98225626808045
11411,M,0.0,0.0,0.0,1.95352435377723
11412,F,0.001,0.001,0.001,1.84424102971529
11413,M,0.0,0.0,0.0,1.97843657382602
11414,F,0.001,0.001,0.001,1.96610534782698
11415,M,0.0,0.0,0.0,1.71012120342145
11416,F,0.001,0.001,0.001,1.59065128299072
11417,M,0.0,0.0,0.0,2.0705319506396
11418,F,0.001,0.001,0.001,1.97125556534005
11419,M,0.0,0.00526576413497181,0.0,1.30133420270178
11420,F,0.001,0.001,0.001,1.75592617741446
11421,M,0.0,0.0,0.004234155374622413,2.03433055552709
11422,F,0.001,0.001,0.001,1.72606928958735
11423,M,0.0,0.0,0.0,1.95427422026429
11424,F,0.001,0.001,0.001,1.99205348205098
11425,M,0.0,0.0,0.0,2.10535971177694
11426,F,0.001,0.001,0.001,1.75158031545689
11427,M,0.0,0.00445527231794406,0.0,1.92622351066283
11428,F,0.001,0.001,0.001,2.00705134655475
11429,M,0.0,0.0,0.0,1.75902010610415
11430,F,0.001,0.001,0.001,2.2177008344572
11431,M,0.0,0.004245862970091192,0.0,1.58422524856345
11432,F,0.001,0.001,0.001,1.85820711701862
11433,M,0.0,0.0,0.0010522558633293657,1.73235878200896
11434,F,0.001,0.001,0.001,1.9961163277274
11435,M,0.0,0.0003499942607605601,0.0,1.82315580621872
11436,F,0.001,0.001,0.001,1.64125649351071
11437,M,0.0,0.0,0.010461798281919836,1.82242375593284
11438,F,0.001,0.001,0.001,1.22184075665004
11439,M,0.0,0.0,0.0,1.82068322432479
11440,F,0.001,0.001,0.001,1.68234137238826
11441,M,0.0,0.0008891484104178602,0.0,1.61650005514544
11442,F,0.001,0.001,0.001,1.77284539250401
11443,M,0.0,0.0,0.015246840254073123,1.42678756681442
11444,F,0.001,0.001,0.001,1.81656765969334
11445,M,0.0,0.0,0.0,1.92959087480295
11446,F,0.001,0.001,0.001,1.5224084215421
11447,M,0.0,0.006622106544991372,0.011575632218324956,1.76750227099522
11448,F,0.001,0.001,0.001,2.16107626515177
11449,M,0.0,0.00017595536271931684,0.017237735684302334,2.09218182390296
11450,F,0.001,0.001,0.001,1.98656128314481
11451,M,0.0,0.0,0.0,1.88263654888077
11452,F,0.001,0.001,0.001,2.00871225089986
11453,M,0.0,0.0,0.003845288750994924,2.20261369498173
11454,F,0.001,0.001,0.001,2.20744521827914
11455,M,0.0,0.0,0.0,2.02704134531962
11456,F,0.001,0.001,0.001,1.98580678547511
11457,M,0.0,0.001964114875909687,0.0,1.70071468834795
11458,F,0.001,0.001,0.001,2.16378401896106
11459,M,0.0,0.0025254518917965456,0.0,1.69188617010082
11460,F,0.001,0.001,0.001,1.76847370428004
11461,M,0.0,0.0,0.0,1.80080126002371
11462,F,0.001,0.001,0.001,1.75869238386924
11463,M,0.0,0.0,0.003995863346436358,2.2060507823523
11464,F,0.001,0.001,0.001,1.53906387494669
11465,M,0.0,0.0,0.0,1.61854489668484
11466,F,0.001,0.001,0.001,1.52071522322081
11467,M,0.0,0.0032669224821660907,0.0,1.59048746915625
11468,F,0.001,0.001,0.001,1.48892496590894
11469,M,0.0,0.0026292209201764566,0.0,1.6827423513854
11470,F,0.001,0.001,0.001,1.77498680534838
11471,M,0.0,0.0023864956622189127,0.0,1.47952653908116
11472,F,0.001,0.001,0.001,2.12870850623974
11473,M,0.0,0.001298574034156075,0.0,1.83885188255702
11474,F,0.001,0.001,0.001,1.86239373742939
11475,M,0.0,0.005564600982758563,0.0,1.77939598484
11476,F,0.001,0.001,0.001,2.0948818142412
11477,M,0.0,0.005033000085003081,0.0,1.93553444823503
11478,F,0.001,0.001,0.001,1.98212090405957
11479,M,0.0,0.002157041575815882,0.0,1.71997286924165
11480,F,0.001,0.001,0.001,1.77976907865754
11481,M,0.0,0.0,0.0,1.73109949237632
11482,F,0.001,0.001,0.001,2.08117283999583
11483,M,0.0,0.0,0.0,2.18962614980986
11484,F,0.001,0.001,0.001,2.17301635455955
11485,M,0.0,0.0,0.0067185004920395615,1.78849745695618
11486,F,0.001,0.001,0.001,1.73612144689179
11487,M,0.0,0.0,0.0,2.09221782089847
11488,F,0.001,0.001,0.001,1.67727585942734
11489,M,0.0,0.0,0.0,1.9506334618386
11490,F,0.001,0.001,0.001,1.64170638862764
11491,M,0.0,3.3178056866072825e-05,0.0,1.55951573898229
11492,F,0.001,0.001,0.001,1.9533773843999
11493,M,0.0,0.0,0.004671718150887624,2.02472396246619
11494,F,0.001,0.001,0.001,1.79872389514915
11495,M,0.0,0.0,0.005752649030809585,1.86014072122844
11496,F,0.001,0.001,0.001,1.79887949320881
11497,M,0.0,0.0034545639050078156,0.0,2.0088865579801
11498,F,0.001,0.001,0.001,1.8934976323295
11499,M,0.0,0.0,0.0,1.66947511066369
11500,F,0.001,0.001,0.001,1.6867970334785
11501,M,0.0,2.850765059254097e-05,0.0,2.11387140965194
11502,F,0.001,0.001,0.001,1.71361776843561
11503,M,0.0,0.0,0.0,1.98813729068005
11504,F,0.001,0.001,0.001,1.74769886004924
11505,M,0.0,0.0003280222680107328,0.0,1.51905284847093
11506,F,0.001,0.001,0.001,2.02229813583237
11507,M,0.0,0.004962568750134853,0.01231304862304099,1.65605523698022
11508,F,0.001,0.001,0.001,1.86721357448105
11509,M,0.0,0.0004929077034028455,0.0,1.88763806244209
11510,F,0.001,0.001,0.001,1.59183921063405
11511,M,0.0,0.003323969543815717,0.0,1.63631015077871
11512,F,0.001,0.001,0.001,1.85698811526142
11513,M,0.0,0.0,0.0036200724807794182,1.92121801367944
11514,F,0.001,0.001,0.001,2.01388030529079
11515,M,0.0,0.0,0.0,1.49043281968736
11516,F,0.001,0.001,0.001,1.74789651043244
11517,M,0.0,0.0,0.013880377721454815,1.78952385880284
11518,F,0.001,0.001,0.001,1.97458111926465
11519,M,0.0,0.004410497810843638,0.0,1.64086724658003
11520,F,0.001,0.001,0.001,1.85949033672864
11521,M,0.0,0.0026343427667263166,0.0,1.81337651719173
